
from	to	edge_flow
GSM1112579_8cell_8-6	GSM1112519_16cell_5-13	0.04327455490246196
GSM1112576_8cell_8-2	GSM1112519_16cell_5-13	0.13919413919414003
GSM1112558_8cell_1-6	GSM1112579_8cell_8-6	0.179487179487179
GSM1112570_8cell_5-3	GSM1112569_8cell_5-2	0.024920981752377058
GSM1112573_8cell_5-7	GSM1112569_8cell_5-2	0.351351351351351
GSM1112569_8cell_5-2	GSM1112509_16cell_4-4	0.186046511627907
GSM1112569_8cell_5-2	GSM1112508_16cell_4-3	0.371428571428571
GSM1112493_16cell_1-13	GSM1112569_8cell_5-2	0.11394230769230804
GSM1112518_16cell_5-12	GSM1112536_16cell_6-6	0.07979160479160494
GSM1112494_16cell_1-14	GSM1112518_16cell_5-12	0.192307692307692
GSM1112493_16cell_1-13	GSM1112494_16cell_1-14	0.192307692307692
GSM1112493_16cell_1-13	GSM1112490_16cell_1-10	0.34375
GSM1112508_16cell_4-3	GSM1112509_16cell_4-4	0.45091430716430686
GSM1112490_16cell_1-10	GSM1112508_16cell_4-3	0.34375
GSM1112575_8cell_8-1	GSM1112576_8cell_8-2	0.13919413919414003
