"","P02004.LIF14","P02005.LIF16","P02008.LIF09"
"Gm4849",4107.37483221753,3551.14857778951,3148.17004726551
"Pkhd1",294.504960997391,272.213479830555,97.6089786571985
"Il17f",99.7070087389285,51.3969507372376,50.4874027537234
"Mcm3",11122.8707526538,13947.6095574718,11690.6385931955
"Gm20587",117.248056572629,136.106739915277,130.145304876265
"Gm28065",3.69285217551587,6.66256768816043,6.73165370049645
"6720483E21Rik",3.69285217551587,5.71077230413751,48.2435181868912
"Paqr8",260.346078373869,274.1170705986,200.827668731477
"Efhc1",86.782026124623,42.8307922810313,584.531929659775
"Tram2",603.781330696845,394.043288985488,1027.69913160912
"Gm2693",4.61606521939484,10.4697492242521,3.36582685024823
"Tmem14a",51.6999304572222,81.854403025971,81.9017866893735
"Gm38224",4.61606521939484,2.85538615206876,2.24388456683215
"Gsta3",4.61606521939484,5.71077230413751,3.36582685024823
"Gm28836",1.84642608775794,0.951795384022918,0
"Gm7094",12.9249826143055,4.75897692011459,8.9755382673286
"Gm4956",5.53927826327381,0.951795384022918,1.12194228341608
"Kcnq5",52.6231435011012,79.9508122579251,54.9751718873877
"Rims1",828.122100359434,256.984753686188,538.532296039716
"Gm29506",0,4.75897692011459,7.85359598391253
"Gm27028",3.69285217551587,1.90359076804584,0
"Ogfrl1",434.833343666994,476.849487395482,655.214293514988
"B3gat2",75.7034695980753,17.1323169124125,42.6338067698109
"Smap1",733.954369883779,498.740781228009,1363.15987435053
"Sdhaf4",281.579978383085,285.538615206875,153.706092828002
"Fam135a",1679.32452681584,1423.88589449829,2219.201836597
"Col9a1",4.61606521939484,2.85538615206876,6.73165370049645
"Col19a1",31.3892434918849,24.7466799845959,13.4633074009929
"Tubb4b-ps2",1236.18226575394,1562.84802056563,201.949611014894
"Gm28439",28814.4023125065,28460.5855730533,19214.3835457837
