"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mcmdc2",125.893308342176,-0.951207112629842,0.401325782254136,-2.36866210293085,0.017852555163018,0.455773648508311
"Prdm14",508.885502777875,-0.916424539379563,0.456434395619665,-2.01682768275286,0.0437134989809026,0.609105272215638
"Il17f",193.811971898368,-1.00880877137745,0.397131082281595,-2.53869561789517,0.011126658033792,0.39343814744534
"Gm7846",657.844832176325,0.696905738534905,0.338150731744541,2.06106636641284,0.0392967090043365,0.589880498578942
"Zap70",239.345183647841,0.915636265107243,0.431869509584696,2.12395776439302,0.0336736754492642,0.553892358910078
"Chst10",274.868356324134,-1.55002584798583,0.420056801982867,-3.69500271354878,0.000219884438987069,0.0504085076377856
"Tbc1d8",1104.13114353208,0.899290376634824,0.397389562499604,2.26454060237457,0.0235408854543583,0.496865682248838
"Il1r2",36.1369051690608,-1.90822004005141,0.458927698832927,-4.09737511484782,4.17861471105052e-05,0.017822277628062
"Il1rl2",32.8145720660815,-1.3311946830984,0.464787409571263,-2.86148073294642,0.0042166713238829,0.262674634925514
"Nabp1",1128.56866320138,-0.766282002954417,0.3448988005412,-2.22173817448148,0.0263010050910127,0.512839594163993
"1700019A02Rik",149.691054814902,-1.02771159127115,0.423462948478012,-2.42614076597848,0.0152603499108601,0.434588225722321
"Boll",94.8000412378513,-0.963832970399373,0.410753178540101,-2.34329205128435,0.0191144142452121,0.467411143009586
"Gm15834",72.29346661854,-1.174039164259,0.450811861155517,-2.6064301054987,0.00914914945537987,0.363193508683261
"Nrp2",1599.48026709627,0.910404619203684,0.392669314339522,2.31988894836656,0.0203468855826476,0.477607161905925
"Gm28980",64.7376076981211,0.915672322158254,0.422363105942187,2.16788368308321,0.0301675376335929,0.534562937391394
"Tns1",799.85714613785,0.938554990315193,0.378970373494021,2.47765107120323,0.013225040863195,0.411778915013767
"Wnt6",209.386603178818,1.73665669607786,0.430919362114369,4.04914671856725,5.14047120670302e-05,0.020058774878922
"Chpf",1193.71467398185,0.779996467528945,0.329405490760275,2.36805595601209,0.0178818311864628,0.455773648508311
"Epha4",930.819599674097,0.752645001533211,0.361749589738078,2.08097678447002,0.0374360310616779,0.582338260959434
"Slc19a3",60.6716433838807,-1.14968304548182,0.466671153260355,-2.47883071532971,0.0131813849794376,0.411778915013767
"Gm2619",28.3918448483064,-1.0383345275288,0.46493661333831,-2.23162896482004,0.0256394956498736,0.509903509303016
"Gm7592",9.16861569560956,-0.921870554745992,0.43908307122328,-2.21805612507558,0.0265510058536375,NA
"Sp110",96.4524413453727,-1.06509291023274,0.444519475659518,-2.39698772878279,0.0165304773066581,0.448900923265832
"Glrp1",20.9682230681448,-0.934510631811444,0.469504020787674,-2.03000113341996,0.0423564240758286,0.603587270824162
"Col6a3",14.9194616769461,-1.13868987026267,0.468638123873664,-2.46483669072712,0.0137075711665344,NA
"Mlph",34.4863127761054,-1.07541182374582,0.466991816212872,-2.37172267209884,0.0177053745263882,0.454785110383697
"Rbm44",500.982509117986,-1.24518817591623,0.366036781607393,-3.40229854230146,0.000668215997607502,0.0972625507628697
"Kif1a",643.62121688074,-1.60540269119556,0.44988170404668,-3.60448499577986,0.000312772516504634,0.0659338845137354
"C1ql2",15.9544600064637,0.92467760409241,0.441053730751776,2.30554088161833,0.0211362999000936,NA
"Cd55",1087.5697252168,0.939632986954467,0.43557402811351,2.16209283691057,0.0306110210550798,0.538260907143015
"Slc26a9",21.6824575420319,-1.11119930018078,0.463098700302198,-2.48683548262043,0.0128884985586751,0.408953397173187
"Lemd1",377.217512727497,0.967163972568441,0.355327392879361,2.72220817976667,0.00648472776106869,0.322310920301316
"Nuak2",772.678639989479,0.910286722479087,0.440104079887936,2.07344716560468,0.0381306833301951,0.584806237950139
"Nfasc",405.945266014501,-0.906332201312906,0.349870548903735,-2.58986540744194,0.00960134630516627,0.37071303418263
"Lrrn2",66.273001903371,-1.02177435616692,0.431087902548492,-2.36567095824206,0.0179974318728776,0.455773648508311
"Ren1",13.4761931660599,-0.972389328919436,0.458860248800441,-2.202518976269,0.0276286701953286,NA
"Btg2",3628.22725708641,1.0246589794025,0.429108824810624,2.39310886521382,0.0167062832758545,0.449859303602759
"Phlda3",2116.66813385541,1.19285026013019,0.402635036460241,2.96664508183207,0.00301068279634322,0.218978366034424
"Nmnat2",3320.67910257392,0.79963167145793,0.378654320229579,2.1124936349468,0.0346441313338873,0.562277317401321
"Lamc2",1602.29135474599,1.18631388753418,0.408222553672422,2.91058181483325,0.00360756503269374,0.240591791634921
"E330020D12Rik",1056.82379577236,1.2087530925819,0.464356857610778,2.63801265902303,0.00833934687532663,0.352404658279932
"Rnasel",5.24242312155901,-0.701548124588609,0.397061019043264,-1.97232507581391,0.0485725088341923,NA
"BC034090",658.46682882354,0.968269344398928,0.446209052738707,2.17749627148924,0.0294435596997344,0.529580671550472
"Gas5",5760.47017296385,0.898891741142908,0.430587751611062,2.09128494975434,0.0365025281364833,0.574147826777962
"Dars2",1456.69483020537,-0.842909093318432,0.427979888404392,-1.97192401979755,0.0486182808163167,0.623860684981051
"Ankrd45",501.497486316803,-0.946567008806278,0.408481318074699,-2.3186996440297,0.0204113278480908,0.477607161905925
"F5",85.5507592402581,0.899308218719848,0.419871645899959,2.14301085882724,0.0321122264420664,0.547216277220322
"Slc19a2",4808.42720610266,0.780358509909233,0.357654390001461,2.18230109695038,0.0290873181126644,0.52937256134488
"Atp1b1",4644.56322842515,0.923807198638959,0.414831024032455,2.22954923787427,0.0257773830460454,0.511088870339971
"Mael",552.678998937577,-1.17839232860968,0.369890188396939,-3.18557928049514,0.00144464515354427,0.149328498301837
"Pogk",149.931680672328,-1.53821961773962,0.444896777838794,-3.46870938014791,0.000522964837184043,0.0875889790707692
"Gm25911",19.9183280242447,1.16709630371933,0.470358971529097,2.50688638890689,0.0121799853558261,0.407089451244345
"3110045C21Rik",17.9374058087517,-0.953437519880126,0.470475237348138,-2.03779627380268,0.0415703111831803,NA
"Nectin4",525.724589138517,1.52435119887514,0.457576291644123,3.37854157064972,0.000728714140057813,0.102019979608094
"Tagln2",4905.26733412018,0.973912672162875,0.382726600070302,2.54607352142795,0.0108942240620009,0.391238327329864
"1700016C15Rik",61.462011829241,-1.1351191844529,0.456324435605809,-2.49116920567826,0.0127323467512871,0.408499407650197
