"","LIF_HTKO_17","LIF_HTKO_25","LIF_TGA_20","LIF_TGA_22"
"Olfr1173",0,0.883687765879273,2.88097007055262,0
"Olfr1180",12.6638487022426,13.2553164881891,11.5238802822105,6.92657940406091
"Gm13758",300.555342533225,245.665198914438,344.756085109464,263.210017354315
"Olfr1196",6.75405264119607,1.76737553175855,1.92064671370175,0
"Olfr1215",8.44256580149508,5.30212659527564,5.76194014110524,11.0825270464975
"Olfr1220",3.37702632059803,3.53475106351709,2.88097007055262,1.38531588081218
"Olfr1223",12.6638487022426,6.18581436115491,4.80161678425437,0
"Olfr1256",0,1.76737553175855,0.960323356850873,2.77063176162436
"Gm13768",138.458079144519,102.507780841996,72.9845751206664,146.843483366091
"Gm18953",10.1310789617941,7.95318989291345,10.5635569253596,5.54126352324873
"Gm13767",76.8273487936053,73.3460845679796,90.2703955439821,56.7979511132995
"Ptprj",797.822468241285,593.838178670871,643.416649090085,1011.28059299289
"Nup160",5852.38661359639,6256.50938242525,6233.45890931902,6549.77348448
"Fnbp4",5424.34852746059,6604.68236218168,5808.03566223408,9900.85260016467
"Agbl2",195.023270014536,194.41130849344,187.26305458592,278.448492043249
"Mtch2",3301.04322838458,3317.36387311079,2877.12877712522,6549.77348448
"C1qtnf4",24.4834408243357,25.6269452104989,36.4922875603332,83.1189528487309
"Ndufs3",1221.63927147634,1220.37280467928,1294.51588503498,1660.99374109381
"Kbtbd4",207.687118716779,179.388616473492,229.517282287359,182.861696267208
"Ptpmt1",368.095868945186,145.80848137008,338.033821611507,234.118383857259
"Celf1",10782.8450416695,12018.1536159581,11810.056642552,13847.6175445986
"Gm13777",41.3685724273259,14.1390042540684,23.047760564421,13.8531588081218
"Rapsn",37.9915461067279,16.7900675517062,18.2461437801666,52.6420034708629
"Gm13778",10.9753355419436,35.3475106351709,22.0874372075701,5.54126352324873
"Psmc3",4628.2145723796,4752.47280489873,5106.99961173294,3475.75754495777
"Slc39a13",53.188164549419,68.9276457385833,66.2623116227103,169.008537459086
"Spi1",22.7949276640367,18.5574430834647,10.5635569253596,73.4217416830457
"Mybpc3",25.3276974044852,15.0226920199476,12.4842036390614,12.4678429273096
"Madd",412.84146769311,550.537478142787,759.615775269041,754.997155042639
"Nr1h3",18.5736447632892,45.9517638257222,28.8097007055262,36.0182129011167
"Acp2",264.252309586796,372.916237201053,338.994144968358,311.696073182741
"Ddb2",471.095171723426,598.256617500267,597.321127961243,951.712010117969
"A330069E16Rik",19.4179013434387,18.5574430834647,21.1271138507192,52.6420034708629
"Gm17281",2.53276974044852,6.18581436115491,2.88097007055262,0
"Pacsin3",432.259369036548,569.978608992131,508.011055774112,759.153102685076
"Arfgap2",303.932368853823,326.964473375331,355.319642034823,788.244736182132
"1110051M20Rik",685.536343081401,621.232499413129,454.232947790463,526.420034708629
"Lrp4",627.282639051085,799.737428120742,549.3049601187,905.996586051167
"Gm13770",4.22128290074754,5.30212659527564,12.4842036390614,9.69721116568528
"Ckap5",10470.4701070142,9580.94275766307,8184.83597043999,9090.44280988954
"F2",135.081052823921,96.3219664808407,48.9764911993945,128.834376915533
"Gm13771",1617.59560756646,1103.72601958321,1466.41376591128,1267.56403094315
"Zfp408",546.234007356732,595.60555420263,629.011798737322,178.705748624772
"Arhgap1",1619.28412072676,1801.83935462784,2181.85466676518,2072.43255769503
"Atg13",3399.82124826207,1944.1130849344,2464.18973367934,3359.39101096954
"Harbi1",1178.58218588871,949.964348320218,870.052961306891,495.943085330761
"Ambra1",3355.07564951415,3576.28438851342,3769.26917563968,5127.05407488589
"Chrm4",38.8358026868774,60.9744558456698,41.2939043445876,54.0273193516751
"Mdk",3413.32935354446,3525.9141858583,6838.46262413507,4869.38532105482
"Dgkz",1780.53712753531,2189.77828384884,3374.57627597397,4639.42288484
"Creb3l1",352.899250502494,491.330397828876,508.011055774112,311.696073182741
"Gm13780",9.28682238164459,13.2553164881891,16.3254970664648,6.92657940406091
"Phf21a",2023.68302261837,2887.00793112758,3190.1941914586,3608.74786951574
"Large2",920.239672362964,732.577157913917,704.877343928541,1293.88503267858
"Pex16",314.907704395767,221.805629235697,197.82661151128,272.90722852
"1700029I15Rik",7.59830922134557,7.95318989291345,17.2858204233157,13.8531588081218
"Mapk8ip1",530.193132333891,521.375781868771,753.853835127936,620.621514603858
"Cry2",612.086020608393,534.63109835696,657.821499442848,724.520205664771
"Slc35c1",455.898553280734,388.82261698688,460.955211288419,238.274331499695
"Gm13814",21.1064145037377,25.6269452104989,10.5635569253596,0
"Gm13815",168.851316029902,147.575856901839,103.714922539894,192.558907432893
"Chst1",63.3192435112131,514.306279741737,58.5797247679033,12.4678429273096
"Gm13816",2.53276974044852,5.30212659527564,0,2.77063176162436
"Gm13791",2.53276974044852,3.53475106351709,1.92064671370175,0
"Syt13",255.809743785301,388.82261698688,250.644396138078,15.238474688934
"Prdm11",370.628638685634,441.843882939636,345.716408466314,216.1092774067
"Trp53i11",907.575823660721,1413.90042540684,1470.25505933869,3351.07911568467
"Tspan18",81.0486316943528,59.2070803139113,49.9368145562454,65.1098463981726
"Gm13807",0.844256580149508,0,0.960323356850873,9.69721116568528
"Cd82",49.811138228821,36.2311984010502,40.3335809877367,164.85258981665
"Alx4",1.68851316029902,1.76737553175855,0,5.54126352324873
"Ext2",1767.87327883307,1310.50895679896,1590.29547894505,2474.17416313056
"Accs",193.334756854237,174.970177644096,116.199126178956,139.91690396203
"Accsl",165.474289709304,284.547460613126,160.374000594096,69.2657940406091
"Gm1335",1.68851316029902,0.883687765879273,2.88097007055262,2.77063176162436
"Gm13889",5.90979606104656,1.76737553175855,0.960323356850873,9.69721116568528
"Gm27027",19.4179013434387,32.6964473375331,18.2461437801666,51.2566875900507
"Alkbh3",558.897856058974,623.883562710766,697.194757073734,645.557200458477
"Hsd17b12",2696.55551699753,2836.63772847246,2556.38077593702,3942.60899679147
"Mir670hg",76.8273487936053,197.946059556957,124.842036390614,11.0825270464975
"Ttc17",880.559613095937,964.103352574286,1002.57758455231,1342.371088507
"2810002D19Rik",124.105717281978,208.550312747508,158.453353880394,26.3210017354315
"Api5",6522.7263382351,6522.49939995491,6515.79397623318,6512.36995569807
"Gm13797",0.844256580149508,1.76737553175855,3.84129342740349,1.38531588081218
"Lrrc4c",134.236796243772,129.902101584253,237.199869142166,85.8895846103553
"Gm13803",175.605368671098,163.482236687665,121.00074296321,153.770062770152
"Gm10801",12.6638487022426,12.3716287223098,6.72226349795611,2.77063176162436
"Gm10800",92.8682238164459,77.764523397376,47.0558444856928,24.9356858546193
"Gm13809",1.68851316029902,1.76737553175855,2.88097007055262,2.77063176162436
"Gm13812",266.785079327245,325.197097843572,424.462923728086,220.265225049137
"Gm13810",262.563796426497,330.499224438848,449.431331006209,181.476380386396
"B230118H07Rik",352.054993922345,352.59141858583,286.17636034156,106.669322822538
"Traf6",1539.9240021927,1123.16715043256,1048.67310568115,500.099032973198
"Prr5l",271.850618808142,388.82261698688,182.461437801666,30.476949377868
"Commd9",348.677967601747,378.218363796329,412.939043445876,310.310757301929
"Ldlrad3",1168.45110692692,1346.74015520001,939.196243000154,680.190097478782
"Trim44",3182.84730716365,3689.39642254596,3746.22141507526,4759.94536647066
"Fjx1",105.532072518689,142.273730306563,218.953725361999,44.3301081859898
"Pamr1",9.28682238164459,13.2553164881891,24.9684072781227,16.6237905697462
"Slc1a2",0,6.18581436115491,1.92064671370175,0
"Cd44",42.2128290074754,98.0893420125992,75.865545191219,83.1189528487309
"Pdhx",1116.10719895765,1035.68206161051,1067.87957281817,1109.63802053056
"Apip",368.940125525335,355.242481883468,337.073498254657,491.787137688325
"Ehf",8.44256580149508,0,0.960323356850873,2.77063176162436
"Elf5",19.4179013434387,9.720565424672,22.0874372075701,38.7888446627411
"Cat",3432.7472548879,3654.04891191079,3535.91059992492,4107.46158660812
"Abtb2",253.276974044852,259.804203168506,338.033821611507,784.088788539695
"Nat10",3778.8924527492,4528.89980013127,5097.39637816444,6056.60103091086
"Caprin1",16125.3006808556,20720.7107343372,22052.8655667235,20887.7928508861
"4930547E08Rik",10.9753355419436,24.7432574446196,6.72226349795611,4.15594764243655
"Gm13878",1.68851316029902,2.65106329763782,2.88097007055262,2.77063176162436
"Gm13880",374.849921586382,387.055241455121,343.795761752613,180.091064505584
"4931422A03Rik",34.6145197861298,53.9049537186356,82.5878086891751,34.6328970203046
"Fbxo3",2106.42016747302,2117.31588704674,2063.73489387253,3524.24360078619
"Cd59b",291.26852015158,550.537478142787,436.947127367147,354.640865487919
"Cd59a",62.4749869310636,50.3702026551185,162.294647307798,189.788275671269
"D430041D05Rik",227.105020060218,220.038253703939,245.842779353824,199.485486836954
"Hipk3",1008.88661327866,894.292019069824,1015.06178819137,2093.21229590721
"Gm13884",16.8851316029902,19.441130849344,26.8890539918245,23.5503699738071
"Platr14",5535.79039604033,5011.39332030135,2462.26908696564,2324.56004800284
"Cstf3",1122.0169950187,1739.09752325041,1501.94573011477,1378.38930140812
"Tcp11l1",351.210737342195,436.541756344361,345.716408466314,448.842345383147
"Pin1rt1",346.989454441448,349.940355288192,485.923618566542,152.38474688934
"Depdc7",574.938731081815,757.320415358537,793.227092758821,667.722254551472
"Qser1",4363.11800621266,7225.03117382893,7665.30103438367,2137.5424040932
"Gm13886",1708.7753182226,2243.68323756747,2216.42630761182,3262.41889931269
"Prrg4",1100.91058051496,1850.4421817512,2082.94136100954,3384.32669682416
"Ccdc73",986.091685614626,1094.88914192442,1157.1896450053,695.428572167716
"Wt1os",34.6145197861298,224.456692533335,221.834695432552,11.0825270464975
"Wt1",187.424960793191,964.103352574286,1168.71352528751,52.6420034708629
"Them7",22.7949276640367,24.7432574446196,24.9684072781227,6.92657940406091
"Rcn1",2388.40186524296,1738.21383548453,2338.38737393188,3409.26238267878
"Pax6os1",84.4256580149508,88.3687765879273,74.9052218343681,62.3392146365482
"Pax6",159.564493648257,109.57728296903,101.794275826193,44.3301081859898
"Elp4",795.289698500837,666.300575472971,680.869260007269,588.759249345178
"Immp1l",563.963395539871,723.740280255124,696.234433716883,559.667615848122
"Dnajc24",325.038783357561,311.941781355383,333.232204827253,296.457598493807
"Dcdc5",22.7949276640367,17.6737553175854,14.4048503527631,12.4678429273096
"Gm14015",1.68851316029902,20.3248186152233,15.365173709614,1.38531588081218
"BB218582",95.4009935568944,98.0893420125992,72.9845751206664,78.9630052062944
"Mpped2",205.15434897633,243.0141356168,190.144024656473,252.127490307817
"Gm13902",30.3932368853823,48.60282712336,45.135197771991,19.3944223313706
"Arl14ep",3449.63238649089,3118.53412578795,2340.30802064558,3496.53728316995
"Gm13904",2056.6090292442,2031.59817375645,2301.89508637154,2043.34092419797
"Gm9864",17.7293881831397,24.7432574446196,7.68258685480699,18.0091064505584
"Gm13912",4.22128290074754,8.83687765879272,13.4445269959122,6.92657940406091
"Gm13915",26.1719539846348,26.5106329763782,24.9684072781227,20.7797382121827
"Gm13914",35.4587763662793,29.161696274016,17.2858204233157,16.6237905697462
"Rpl35a-ps4",2102.19888457228,1701.98263708348,1788.12209045633,2298.23904626741
"Gm13910",1286.64702814785,1150.56147117481,1465.45344255443,516.722823542944
"Mettl15",309.842164914869,215.619814874542,227.596635573657,447.457029502335
"Kif18a",2630.70350374587,2137.64070566196,2201.0611339022,4046.50768785238
"Gm13925",7.59830922134557,7.06950212703418,11.5238802822105,22.1650540929949
"Gm45346",1.68851316029902,12.3716287223098,2.88097007055262,0
"Bdnf",130.859769923174,78.6482111632553,66.2623116227103,37.4035287819289
"Gm13932",5.06553948089705,0.883687765879273,3.84129342740349,4.15594764243655
"Lin7c",5566.18363292571,5152.78336284204,4911.09364693537,4869.38532105482
"Platr8",56.565190870017,80.4155866950138,130.603976531719,24.9356858546193
"Lgr4",2953.20951736298,4279.69985015332,4518.32139398336,5513.55720563249
"Ccdc34",325.038783357561,341.987165395278,354.359318677972,491.787137688325
"Gm13936",32.9260066258308,45.0680760598429,45.135197771991,15.238474688934
"Bbox1",4.22128290074754,3.53475106351709,2.88097007055262,5.54126352324873
"Gm13935",32.9260066258308,30.0453840398953,25.9287306349736,33.2475811394924
