"","gene1","gene2","correlation","pvalue"
"12183","Stip1","Zcchc3",0.226993291965303,0.00860161678436158
"13196","Stip1","Cd300ld",0.226865185507832,0.00864019289632478
"1012","Stip1","Anapc16",0.226789364376727,0.00866309650373465
"6055","Stip1","5730590G19Rik",0.226477708403408,0.00875780407636089
"19118","Stip1","Rbm14",0.226446547512555,0.00876732350665608
"18853","Stip1","Rin2",0.226354678870035,0.00879544193370932
"6749","Stip1","Slc43a1",0.226351059828861,0.00879655124988335
"16481","Stip1","Gabarapl1",0.226183303472306,0.00884810808780189
"20138","Stip1","Slc45a4",0.226031798768576,0.00889489939989664
"10099","Stip1","Cacnb1",0.225685906367022,0.00900254582373841
"6348","Stip1","Hace1",0.225659020225741,0.0090109611213361
"19352","Stip1","Actn3",0.225642584719882,0.00901610881401254
"5943","Stip1","Arhgef7",0.22551646498986,0.009055696676216
"8980","Stip1","Top1",0.225494510737216,0.00906260357529741
"10407","Stip1","Wdr96",0.22523654889517,0.00914410836832989
"19678","Stip1","Sbno1",0.225151877434086,0.0091710015192102
"15433","Stip1","Triap1",0.225020415998491,0.00921289428157907
"13558","Stip1","Wrap53",0.22497287214376,0.00922808657796787
"5609","Stip1","Ggt1",0.224880338780301,0.00925771832376909
"17533","Stip1","Dusp12",0.224747251698433,0.00930048365232493
"13073","Stip1","Itfg2",0.224737207157057,0.00930371835938214
"6224","Stip1","Coq5",0.224703931060699,0.0093144415604173
"7268","Stip1","Cwc22",0.224627008189873,0.00933927163991925
"2700","Stip1","Eif4a2",0.224081407049072,0.00951706881245817
"4687","Stip1","Rbm41",0.224061007423149,0.00952377399511029
"20165","Stip1","Svil",0.22405877025249,0.00952450958729878
"4284","Stip1","Hnrnpu",0.224033420212094,0.00953284829886056
"9833","Stip1","Zmpste24",0.223995653200012,0.00954528341820642
"20112","Stip1","Hadha",0.223978911772205,0.00955080025202184
"5463","Stip1","Sh3bp2",0.223966152672341,0.00955500666886936
"4601","Stip1","Polr3f",0.223790060748868,0.00961322761527098
"20592","Stip1","Znrd1as",0.223693914014776,0.00964514819868704
"14668","Stip1","Fam102a",0.223643361785096,0.00966196890440001
"1942","Stip1","H2-Q2",0.223615649615671,0.00967120079244634
"12791","Stip1","4933417G07Rik",0.223579880588495,0.00968312819032053
"15049","Stip1","4930550L24Rik",0.223326775990157,0.00976789842113959
"14041","Stip1","Sycp3",0.223311798838345,0.00977293501927115
"8537","Stip1","Eps15",0.223112659871349,0.00984012031409435
"5744","Stip1","Zfp748",0.223039952599473,0.00986475140384297
"15159","Stip1","Ythdc1",0.223033527429118,0.00986693067203389
"8379","Stip1","Exosc10",0.223024582565586,0.00986996526750339
"4503","Stip1","Ints10",0.223014112041905,0.00987351849597605
"19259","Stip1","Cog4",0.22300148877647,0.0098778037667026
"9781","Stip1","Arhgef15",0.222873033665177,0.00992150416835443
"10018","Stip1","Hcfc1",0.222779615236143,0.00995339193758307
"2964","Stip1","1190003J15Rik",0.222629260472967,0.010004904073708
"10962","Stip1","Kif15",0.222512763155877,0.0100449777505354
"16854","Stip1","Cct2",0.222418170951719,0.0100776202083024
"20163","Stip1","Ddx46",0.222374637335578,0.0100926744045511
"18632","Stip1","Ruvbl1",0.222270358312266,0.0101288152646046
"12941","Stip1","Tardbp",0.222154079404261,0.0101692493015357
"14701","Stip1","Ssbp1",0.222132511381007,0.0101767648171329
"12011","Stip1","Nop56",0.222010029194446,0.0102195372848389
"11763","Stip1","Sgpl1",0.22196845139675,0.0102340927456304
"18322","Stip1","Snora30",0.221863741529764,0.0102708301829671
"4554","Stip1","Tuba3b",0.221845346671223,0.0102772959839068
"2317","Stip1","Psmc5",0.22181471979226,0.0102880692907458
"16374","Stip1","Hsf2bp",0.221770297179911,0.0103037130396377
"7684","Stip1","Naa35",0.221738932043463,0.0103147711031875
"10454","Stip1","Zdhhc15",0.22171902363246,0.0103217954094981
"9215","Stip1","Rfc3",0.221664937400085,0.0103408999639029
"10816","Stip1","Ppdpf",0.221569491272062,0.0103746897154854
"8335","Stip1","Blzf1",0.221505912257573,0.0103972517578526
"9926","Stip1","Ctdspl2",0.221503827924294,0.0103979921472832
"17578","Stip1","Zfp828",0.221484644711297,0.0104048085174535
"17245","Stip1","Psmc6",0.221420375913997,0.010427673794921
"11552","Stip1","Gpn1",0.221384347782368,0.0104405110503854
"7773","Stip1","Jam2",0.221266877620824,0.0104824636659913
"15506","Stip1","Tubg2",0.221258103504049,0.0104856031449109
"9941","Stip1","Ppwd1",0.221251135916284,0.0104880968161496
"13481","Stip1","Usp33",0.221116216204808,0.0105364869570798
"21337","Stip1","Gemin4",0.221077165998963,0.0105505292382703
"2467","Stip1","Shmt2",0.220954659236286,0.0105946889651277
"13709","Stip1","Ftsj3",0.22051464093732,0.0107546441787678
"12804","Stip1","Slc35f4",0.220481604645653,0.0107667387187246
"14267","Stip1","Usp16",0.220399411201191,0.0107968814991809
"19297","Stip1","Inhbb",0.220332049085479,0.0108216404540672
"18357","Stip1","Zc3h13",0.220276524104222,0.0108420861620053
"20601","Stip1","Sun1",0.220255395301691,0.0108498752337825
"3852","Stip1","Scfd1",0.220239169416694,0.0108558601963119
"5267","Stip1","Hspa2",0.220205587537162,0.0108682561798731
"405","Stip1","Pla2g6",0.220201584359455,0.0108697346907041
"16165","Stip1","Cyb5rl",0.220157913133521,0.0108858754547754
"14387","Stip1","Ublcp1",0.220111548707098,0.0109030346587975
"5384","Stip1","Vmn1r-ps103",0.220099100608432,0.0109076456717841
"1873","Stip1","Wdr43",0.21999296683425,0.0109470292632199
"3761","Stip1","Nasp",0.21992902890798,0.0109708152721129
"5051","Stip1","Zfp780b",0.219912139578237,0.0109771059678922
"21333","Stip1","Smndc1",0.219772681173215,0.011029170640046
"2156","Stip1","Bbs9",0.219669172102151,0.0110679542736358
"13179","Stip1","Zbtb44",0.219648666866407,0.0110756515413751
"11683","Stip1","Rbm25",0.219464477975152,0.0111450034981082
"3896","Stip1","Mipol1",0.219459478609733,0.0111468911934501
"17367","Stip1","Arl2",0.219420735382413,0.0111615296517124
"19345","Stip1","Taf1d",0.219412819139163,0.0111645227429922
"5449","Stip1","Fam126a",0.219402909569397,0.0111682704940266
"12327","Stip1","Fbxl5",0.219358848525224,0.0111849475428847
"11023","Stip1","Zfp933",0.219318363868369,0.0112002902023089
"8946","Stip1","Lpin1",0.219267890931508,0.0112194440399355
"20305","Stip1","Rbfa",0.219208713577248,0.0112419377077496
"3164","Stip1","Tiprl",0.219133440132576,0.0112706067906403
"7330","Stip1","Gins1",0.219047121599366,0.0113035615401319
"16829","Stip1","Srebf1",0.219046690627508,0.0113037262888159
"20183","Stip1","8430406I07Rik",0.219012277195589,0.0113168884017281
"18490","Stip1","Tmem231",0.218715176418256,0.0114310810542417
"8403","Stip1","Pank1",0.218613978106688,0.0114702074708454
"14435","Stip1","Gtf2e1",0.218448079612876,0.0115346032028519
"15364","Stip1","Pole",0.21812045537414,0.0116627071013447
"8020","Stip1","B4galnt4",0.218054267124208,0.0116887382353532
"4141","Stip1","Kcnj15",0.218051930675301,0.0116896580660721
"4842","Stip1","Gstm7",0.218029475253497,0.0116985017218592
"3400","Stip1","Trim33",0.2179525498818,0.0117288418561789
"11298","Stip1","Ptpn13",0.217912565781333,0.0117446392180662
"1610","Stip1","Cage1",0.217402994625581,0.0119476060914891
"14498","Stip1","Crebl2",0.217374903644172,0.0119588838475167
"16453","Stip1","Mrps25",0.217367536621345,0.0119618430481442
"12679","Stip1","Acot7",0.217310210152536,0.0119848919929791
"15770","Stip1","Slc24a5",0.217280149407192,0.0119969939026697
"18209","Stip1","Tmem82",0.217238186394288,0.0120139053555593
"7335","Stip1","Lrpprc",0.217147832773266,0.0120503895628459
"16589","Stip1","D5Ertd577e",0.217089057496374,0.0120741747194964
"14586","Stip1","Mfge8",0.217013086195492,0.0121049796930484
"15307","Stip1","Mettl5",0.216916870767244,0.0121440920925439
"1540","Stip1","Odf2",0.216885231442158,0.0121569779153102
"20767","Stip1","Kifc2",0.216587521192461,0.0122788148168136
"4625","Stip1","Spats2",0.216524718271341,0.0123046528469611
"6502","Stip1","Gart",0.216482848088778,0.0123219052860103
"8153","Stip1","Gng13",0.216410689573564,0.0123516876203582
"15310","Stip1","A830010M20Rik",0.216379141981032,0.0123647282005908
"1840","Stip1","Lysmd1",0.216364320323396,0.0123708590736686
"14126","Stip1","Nat9",0.21628467447359,0.0124038496114652
"16069","Stip1","Il17rd",0.216175656050153,0.0124491315798418
"10720","Stip1","Fam133b",0.216175116938224,0.012449355864845
"15456","Stip1","Ddx27",0.216153468950244,0.0124583649309598
"12818","Stip1","Lrrc8c",0.216087366783057,0.0124859094574694
"3568","Stip1","Pigs",0.21599798842703,0.0125232378440475
"2977","Stip1","Pdxk",0.215968961617488,0.0125353817277972
"1357","Stip1","Pex5",0.21595624476164,0.0125407052973908
"8561","Stip1","Gm13242",0.215933335051336,0.0125503008247403
"15039","Stip1","Rcn3",0.21583623011147,0.0125910437356877
"1132","Stip1","Ubtf",0.215618305314881,0.012682901377846
"6881","Stip1","Palld",0.21551934416091,0.0127248077918327
"7993","Stip1","Cthrc1",0.215240572503539,0.0128435092847519
"9423","Stip1","Pno1",0.215216281888179,0.012853897997792
"14904","Stip1","Yap1",0.215193349081686,0.0128637127414044
"15308","Stip1","Nop14",0.215191779571035,0.0128643846974861
"11286","Stip1","Ncoa3",0.215143130726946,0.0128852280018743
"10464","Stip1","Rbm6",0.214974542680607,0.0129576872258608
"18857","Stip1","Car9",0.214939767297203,0.0129726779519066
"16020","Stip1","Shisa5",0.214931976455519,0.012976038451251
"8626","Stip1","Snapin",0.214860582145089,0.0130068691168171
"435","Stip1","Eps15l1",0.214846256768229,0.0130130630457715
"9525","Stip1","Rad51ap1",0.214821123548602,0.0130239362427689
"18389","Stip1","Cdc6",0.214571125196226,0.0131325243540923
"9568","Stip1","2610044O15Rik",0.214559720863551,0.0131374967046115
"3340","Stip1","D130043K22Rik",0.214510932339347,0.0131587873478226
"14183","Stip1","Gemin8",0.214413760596707,0.0132012816288396
"5290","Stip1","Mtr",0.214399057771525,0.0132077217726039
"4020","Stip1","Syt1",0.214396960825146,0.0132086405025016
"13147","Stip1","Naa10",0.214224242370098,0.0132845052248802
"22754","Stip1","Ccdc111",0.214119223642718,0.013330819473135
"12747","Stip1","Acly",0.214069398386499,0.0133528421819391
"3349","Stip1","Fbxo44",0.213945295608152,0.0134078337126116
"11320","Stip1","Gstcd",0.213792012644668,0.0134760283699141
"17853","Stip1","Cnot10",0.21374623445138,0.0134964534722551
"12360","Stip1","Ift52",0.213732750116844,0.013502475003195
"675","Stip1","Slc25a20",0.213698112244839,0.0135179535617422
"20526","Stip1","2310004I24Rik",0.213684521086981,0.0135240312480793
"13005","Stip1","Dnajc30",0.213683849708924,0.0135243315363885
"22550","Stip1","C430002E04Rik",0.21361517891125,0.0135550768066832
"6879","Stip1","Acot10",0.21361471310512,0.0135552855655264
"5136","Stip1","Mir453",0.213381814805039,0.0136600151548067
"13150","Stip1","Ipo13",0.213359723910947,0.0136699855640038
"12727","Stip1","Acad9",0.213143313759091,0.0137679956872926
"5554","Stip1","Zmym6",0.213116543606091,0.0137801621683727
"13967","Stip1","Adcy9",0.213056895212075,0.0138073048872552
"15956","Stip1","D10Wsu102e",0.212963171226721,0.0138500478122909
"19054","Stip1","1110020G09Rik",0.212860116560311,0.0138971792640913
"12826","Stip1","Mrpl50",0.212729095184519,0.0139573031842429
"13979","Stip1","St13",0.212724440964196,0.0139594431104954
"16267","Stip1","Tmem2",0.212713220143236,0.0139646034179977
"2066","Stip1","Lck",0.212512064850715,0.0140573948767046
"20054","Stip1","Cenpn",0.212405805671317,0.0141066282315583
"13366","Stip1","Exosc4",0.212371663012027,0.014122479540213
"134","Stip1","Rbm42",0.212227182724705,0.0141897290722548
"7803","Stip1","Trex1",0.212105394111132,0.0142466333524012
"20243","Stip1","Smn1",0.211942569719202,0.0143230219343461
"8294","Stip1","Rad54l",0.211870466082949,0.0143569630733504
"5696","Stip1","Ints3",0.211832964982814,0.0143746435636855
"10394","Stip1","Plaa",0.211729569994,0.0144234891315407
"21022","Stip1","2610029G23Rik",0.211712244447284,0.0144316881557895
"10166","Stip1","Otx2",0.211583934397067,0.0144925352975292
"8298","Stip1","Shc3",0.211429213273587,0.0145662043796787
"9893","Stip1","Nup62",0.211290462371353,0.0146325467343736
"11253","Stip1","Spata17",0.211282757726157,0.0146362383371197
"4884","Stip1","Kctd4",0.211219730069186,0.0146664678870587
"20784","Stip1","Sox12",0.211206184202232,0.0146729719019549
"6337","Stip1","Phf17",0.211193018859392,0.0146792956171909
"12565","Stip1","Nfyb",0.21113843406412,0.0147055396967711
"6386","Stip1","Cnp",0.210963752773419,0.0147898004631972
"9109","Stip1","Frg1",0.210861805578505,0.0148391706871241
"1832","Stip1","Mms19",0.21082907091175,0.0148550536031603
"2961","Stip1","Dus2l",0.210629958849274,0.0149519824304975
"19089","Stip1","Nup93",0.210572965188669,0.0149798284428729
"20850","Stip1","Phf3",0.210546390435373,0.0149928277886734
"13177","Stip1","Lhfpl2",0.21048435396528,0.0150232118763978
"22921","Stip1","C330008G21Rik",0.210447377720473,0.0150413475114228
"18801","Stip1","Hsd17b12",0.210400296310193,0.0150644669837268
"5452","Stip1","Rnaseh2c",0.210374331124625,0.0150772305000083
"15416","Stip1","Dffb",0.21024558673537,0.0151406556060078
"17766","Stip1","Taco1",0.210172283882551,0.0151768714567573
"12776","Stip1","Dll3",0.209988360323246,0.0152680724679367
"5778","Stip1","Kank2",0.209981426589052,0.0152715199641304
"4455","Stip1","Pclo",0.209948474388846,0.0152879132668506
"9003","Stip1","Lactb2",0.209925333347985,0.0152994347934863
"10395","Stip1","Phf13",0.209677375049089,0.0154233640068344
"17817","Stip1","Heg1",0.209671660056467,0.0154262306190385
"6184","Stip1","Hipk3",0.209556095127246,0.0154842969587787
"6134","Stip1","Pxt1",0.209545647755367,0.0154895556669973
"20192","Stip1","Prss35",0.209540219492999,0.0154922886083817
"5576","Stip1","Arid4b",0.20931722609783,0.0156049211798347
"20949","Stip1","Bclaf1",0.209127915602294,0.0157010989958111
"221","Stip1","Cops6",0.209004627445377,0.0157640114290547
"4579","Stip1","Dcaf12l2",0.208995980465678,0.0157684320901436
"12670","Stip1","Iqca",0.20894202482039,0.0157960405972311
"4942","Stip1","Palb2",0.208907245492799,0.015813859061517
"502","Stip1","Casc5",0.208891716655147,0.0158218205792902
"15314","Stip1","Mat2a",0.208824948832364,0.0158560916504086
"12664","Stip1","Mrpl4",0.208752228767558,0.0158934913295915
"15234","Stip1","Naa11",0.208705198360282,0.0159177197165958
"16813","Stip1","Kdm1a",0.208544492619391,0.0160007520087244
"14152","Stip1","Pign",0.208445652952334,0.0160520065071267
"2390","Stip1","Acot9",0.208424829606203,0.0160628228798744
"9962","Stip1","Cdc42ep3",0.208376848631915,0.0160877699843673
"1707","Stip1","Wars",0.208373452845004,0.0160895368560347
"22065","Stip1","Plekhm2",0.20837078647844,0.0160909243190714
"21045","Stip1","Dars2",0.208317052842063,0.0161189071695602
"18965","Stip1","Haus1",0.208315370925463,0.0161197837427965
"651","Stip1","Tex14",0.207949776522443,0.0163113081695871
"8340","Stip1","Dynlt1a",0.207829458951953,0.016374769864484
"18316","Stip1","Zfp688",0.207789835579049,0.0163957161574479
"555","Stip1","Gstm6",0.207742124696804,0.0164209686620447
"21017","Stip1","Frat1",0.207673094918618,0.0164575646507118
"5794","Stip1","Hsd17b1",0.207353333174708,0.0166280109302378
"7714","Stip1","Pdgfra",0.207341412367329,0.0166343947324778
"11599","Stip1","Crlf3",0.207235422194819,0.0166912479421892
"13287","Stip1","Gadd45g",0.207224870396079,0.0166969171547841
"14437","Stip1","Hnrnpr",0.2072008092033,0.0167098508712031
"2119","Stip1","Add3",0.207086770997076,0.0167712686494243
"9554","Stip1","Nfx1",0.207051489445909,0.0167903099389365
"14735","Stip1","Gde1",0.206958661051899,0.0168404986285316
"6124","Stip1","Cphx",0.206931784722016,0.016855053888831
"14901","Stip1","Setd5",0.206908169131694,0.0168678522568034
"20343","Stip1","Snd1",0.206892034446985,0.0168766012275016
"17390","Stip1","Polrmt",0.206877919985936,0.0168842579679474
"19123","Stip1","Gins3",0.206822702456497,0.0169142410556257
"18978","Stip1","Tmem50a",0.2067402477427,0.016959099905425
"8642","Stip1","Heatr3",0.206735442630691,0.0169617172689201
"11840","Stip1","Sugp1",0.206721876630927,0.0169691086138407
"1401","Stip1","Mcts1",0.206639715454762,0.0170139333154179
"5925","Stip1","Tubgcp5",0.206617909604991,0.017025847172839
"8945","Stip1","Tmem92-ps",0.206582957108289,0.0170449589354769
"15515","Stip1","Rad9b",0.206502975904356,0.0170887620753116
"7036","Stip1","Sucla2",0.206491349855146,0.0170951374094543
"13400","Stip1","2810006K23Rik",0.206477112846407,0.0171029473154698
"2956","Stip1","Brd4",0.206468866596819,0.0171074723235724
"16405","Stip1","Dus1l",0.206435526813433,0.0171257776252246
"11289","Stip1","Nbr1",0.206371712635977,0.017160862353616
"16926","Stip1","Mobkl1b",0.206364157751198,0.0171650201163654
"18224","Stip1","BC003965",0.206145858292321,0.0172855371241816
"15652","Stip1","Sycn",0.206122970225227,0.0172982153710904
"15140","Stip1","Srp72",0.20611432494306,0.0173030062964876
"3310","Stip1","Gaa",0.205991764579881,0.0173710489863316
"8267","Stip1","4930404I05Rik",0.205981400024384,0.0173768137706481
"12291","Stip1","Plekhm3",0.2059507250187,0.0173938849814329
"6090","Stip1","Aqp8",0.205842128635826,0.0174544377671153
"6559","Stip1","Med12",0.205834128144935,0.0174589060165941
"8219","Stip1","Urod",0.205769394645681,0.0174950959514336
"18954","Stip1","Cdc25c",0.205698645021844,0.0175347236004971
"17430","Stip1","Hydin",0.205659972217166,0.0175564175279063
"7376","Stip1","Atf6b",0.205509992523733,0.0176407703968469
"465","Stip1","Gtf2f2",0.205424380506198,0.0176890782931956
"5789","Stip1","Sv2a",0.20530051371114,0.0177591748753838
"7525","Stip1","H2-Ke2",0.205274595733434,0.0177738723359707
"4202","Stip1","Pmepa1",0.205060222233607,0.0178958428717178
"579","Stip1","Ube2w",0.205031344088384,0.0179123287311034
"20607","Stip1","Cyp4f18",0.204907391683113,0.0179832397254998
"3962","Stip1","Zfx",0.204841647363964,0.0180209494507358
"21058","Stip1","D11Wsu47e",0.204666588954885,0.0181216937416903
"13540","Stip1","Arfgap2",0.204637654403937,0.0181383921381053
"2307","Stip1","Gm5124",0.204503957589894,0.0182157228718269
"2969","Stip1","Tsfm",0.204486443472736,0.0182258742100466
"10539","Stip1","Hirip3",0.204446278722047,0.0182491725476226
"8765","Stip1","Cdc45",0.204428538281423,0.0182594714357858
"4705","Stip1","Rpl10l",0.204427903461054,0.0182598400623309
"13263","Stip1","Ttf1",0.204371080312937,0.0182928621429458
"15994","Stip1","Rrp1",0.20432521833925,0.018319551945398
"10928","Stip1","Wdr34",0.204248646288583,0.0183641888629853
"5589","Stip1","4833439L19Rik",0.204187382887572,0.0183999694910413
"14429","Stip1","Hibch",0.203954150236987,0.0185367405063092
"407","Stip1","Ptchd1",0.203941638776982,0.0185441021952176
"8893","Stip1","Tmeff1",0.20365667494172,0.0187124597587862
"21156","Stip1","Nme1",0.203570669575616,0.0187635309632793
"1735","Stip1","Brdt",0.203479668173545,0.0188177000660852
"20514","Stip1","Cog2",0.203458064241433,0.0188305797705435
"5618","Stip1","Fv1",0.203162757976332,0.0190073992720838
"21041","Stip1","Amhr2",0.203101882111403,0.0190440275665033
"3449","Stip1","Olfr23",0.202966849365018,0.0191254929733049
"3079","Stip1","Pola1",0.202854454823001,0.0191935301880214
"20960","Stip1","Fcho2",0.202852084070887,0.0191949675545868
"4675","Stip1","Tars2",0.202721743248286,0.0192741353164027
"14378","Stip1","Smpdl3b",0.202674432695105,0.0193029409840994
"14681","Stip1","Lpcat1",0.202624210962405,0.0193335598467268
"1621","Stip1","Gm8709",0.20255136351021,0.0193780475692858
"5853","Stip1","Srsf3",0.202505894218154,0.0194058603251407
"9968","Stip1","Zwilch",0.202497416383664,0.0194110498771095
"7344","Stip1","Ptgis",0.202481428786238,0.0194208396551809
"8839","Stip1","H2-Q8",0.202308209668585,0.0195271815983489
"4239","Stip1","Cd300lh",0.202286007532894,0.0195408481253249
"5586","Stip1","Mta3",0.202230328505968,0.019575157688729
"11988","Stip1","Tsen2",0.202194499001301,0.0195972634177878
"18761","Stip1","Chek2",0.20217521520098,0.0196091698631153
"7625","Stip1","Trim25",0.202173094833803,0.0196104794277941
"21078","Stip1","Mfap5",0.202092641023563,0.0196602245021033
"15976","Stip1","Tnpo3",0.202044309037979,0.0196901608071185
"14995","Stip1","Pik3r4",0.201982540099331,0.0197284770886323
"3600","Stip1","Prmt6",0.201944113943423,0.0197523459201443
"19317","Stip1","Glce",0.201884776485876,0.019789253001761
"17266","Stip1","Tdh",0.201861092037959,0.0198040010137772
"5517","Stip1","Nek4",0.201822407800325,0.0198281096091796
"20046","Stip1","Brp44l",0.201816094759398,0.0198320463938286
"8055","Stip1","Ddx41",0.201798222384281,0.0198431951869731
"7394","Stip1","Crygs",0.201789555030503,0.0198486038322715
"21881","Stip1","Usp32",0.201775835340091,0.0198571678627482
"6314","Stip1","Rnf2",0.201765369214106,0.019863703114981
"13342","Stip1","Mtap7",0.201695876723958,0.0199071426707221
"18974","Stip1","Pms1",0.201638618895227,0.0199429959486057
"4010","Stip1","Npm1",0.201579583803886,0.0199800204252077
"9279","Stip1","Helq",0.201477795240859,0.0200439974836681
"5625","Stip1","Morc3",0.20145997703465,0.0200552148999116
"21612","Stip1","Mtl5",0.201458045027091,0.0200564315168158
"6218","Stip1","Gnb1l",0.201351321145264,0.0201237362767153
"10481","Stip1","Galnt11",0.201302213765655,0.0201547709351066
"18938","Stip1","Fam53b",0.201277085363112,0.020170667429834
"10463","Stip1","Gtf2f1",0.201243490046711,0.020191937077752
"19451","Stip1","Tceb1",0.201170065972315,0.0202384902000518
"12473","Stip1","Hpn",0.201166355398188,0.0202408452733655
"13786","Stip1","Mtap1b",0.201125883699405,0.0202665477059187
"9315","Stip1","Cnbp",0.201105258756249,0.0202796568481883
"6295","Stip1","Ivns1abp",0.201025567387642,0.0203303771412306
"924","Stip1","Smarca4",0.2009619380239,0.020370953127789
"18156","Stip1","Nampt",0.200838967297054,0.0204495685807299
"17716","Stip1","Igf2bp1",0.200809086710426,0.0204687107579664
"17017","Stip1","Mmaa",0.200800649008407,0.0204741189361888
"9345","Stip1","Fen1",0.200725054740681,0.0205226263604818
"308","Stip1","Nop16",0.200693840518485,0.0205426848220485
"6283","Stip1","Gnpnat1",0.200659420545133,0.0205648229097568
"15399","Stip1","Ube2s",0.200367304582504,0.0207535340333098
"11844","Stip1","Chtf18",0.200345804992361,0.0207674818432482
"18991","Stip1","Ubfd1",0.200264567818565,0.0208202572196689
"21537","Stip1","Col4a2",0.200257614157858,0.0208247799991934
"11951","Stip1","Aasdh",0.200241118721416,0.0208355122983168
"22248","Stip1","Nlrp1a",0.200199584773094,0.020862556319772
"7450","Stip1","Chchd5",0.20012897136083,0.0209086042846712
"2380","Stip1","Slc2a1",0.200037046513528,0.0209686808889936
"15236","Stip1","Slc1a1",0.199961679814209,0.0210180469448342
"18677","Stip1","Atp6v1a",0.199944122350634,0.0210295616513723
"12418","Stip1","Dmap1",0.199845212328935,0.0210945313568441
"7453","Stip1","Gabrp",0.199815747397961,0.0211139189792587
"16513","Stip1","Arhgap42",0.19979891998926,0.0211249981243819
"7799","Stip1","Epha7",0.199713700040313,0.02118118374444
"1339","Stip1","Klf3",0.199675397899522,0.0212064782781961
"3045","Stip1","Gpcpd1",0.199652497955769,0.021221613701817
"4597","Stip1","Ei24",0.199409736993862,0.0213826362125408
"9224","Stip1","Atp6ap2",0.199358905966299,0.021416485097872
"13518","Stip1","Gtsf1",0.199322369401884,0.0214408436393133
"10900","Stip1","Htr5b",0.199315928216258,0.0214451403812912
"2014","Stip1","Ppil1",0.199257752693516,0.0214839812967791
"10126","Stip1","Snrpa",0.199162211762469,0.0215479006107101
"14792","Stip1","A630072M18Rik",0.199153235079305,0.0215539146421098
"10948","Stip1","Ddx39b",0.199008937444944,0.0216507869035743
"12010","Stip1","Tmem209",0.198990929344292,0.0216629026505312
"16","Stip1","Gabra1",0.198968793417153,0.0216778035675462
"3494","Stip1","Malat1",0.198934827911898,0.0217006847746102
"21813","Stip1","Gm239",0.198769053374157,0.0218126588973308
"20164","Stip1","Nphp3",0.198691479857351,0.0218652271992984
"13300","Stip1","Mboat2",0.19859540416294,0.0219304846672081
"31","Stip1","Nek2",0.198593917253946,0.0219314959347866
"14127","Stip1","Pop4",0.198571091120756,0.0219470253410199
"7430","Stip1","Zswim1",0.198553189375812,0.0219592111316358
"11710","Stip1","Eif1ad",0.198551314642482,0.021960487606757
"8269","Stip1","Plek2",0.198294276492039,0.0221361058875937
"11111","Stip1","Adrm1",0.198229020908368,0.022180882698653
"2399","Stip1","Grin1",0.198226296832179,0.0221827535860031
"6920","Stip1","BB287469",0.198151512953081,0.0222341679386842
"7521","Stip1","Arhgap19",0.198013585517332,0.022329262572152
"12954","Stip1","Ubqln4",0.197938715187774,0.0223810284480402
"19268","Stip1","Cux2",0.197923838457258,0.0223913265980568
"8783","Stip1","Chrnb1",0.197802143928036,0.0224757204600073
"8891","Stip1","Tmem141",0.197801304545369,0.0224763035107532
"3683","Stip1","Cdk1",0.19777339426811,0.0224956979082935
"1560","Stip1","Clpx",0.197771321873816,0.0224971385546828
"19843","Stip1","Wdr48",0.197766695275531,0.0225003550685103
"17338","Stip1","Mybbp1a",0.19764007141535,0.0225885403118061
"5227","Stip1","Fkbp5",0.197500649143153,0.0226859821154334
"16850","Stip1","Usp10",0.197434027640606,0.0227326710249463
"14576","Stip1","Gm14379",0.197338823645311,0.0227995340116614
"6841","Stip1","Noc4l",0.197308198583073,0.0228210782581636
"12016","Stip1","Cpxm1",0.197254021853469,0.0228592335521422
"94","Stip1","Frem3",0.19722695608453,0.0228783157968664
"15479","Stip1","Nnmt",0.197212819894694,0.0228882877057361
"2768","Stip1","Mapk3",0.197133518161189,0.0229442977216421
"9342","Stip1","Arhgdig",0.197103975556054,0.0229651934322474
"19958","Stip1","1700015F17Rik",0.196942993453024,0.0230793446278897
"14582","Stip1","Gm13152",0.196895783934795,0.0231129127677263
"15391","Stip1","Hesx1",0.196865948728802,0.0231341485771487
"7854","Stip1","Setd4",0.196853692983992,0.0231428767022016
"6627","Stip1","Rpe65",0.196811278077673,0.0231731049788274
"4216","Stip1","Polr3c",0.196786134284478,0.0231910404641897
"21925","Stip1","Jhdm1d",0.196690838672421,0.0232591245972286
"12877","Stip1","Zfp239",0.196686528540411,0.0232622080297206
"18877","Stip1","3110002H16Rik",0.196684180233616,0.0232638881364409
"5551","Stip1","Tex264",0.196407614525087,0.0234624880451229
"3706","Stip1","Nup188",0.196369280970937,0.0234901295485947
"22624","Stip1","E130306D19Rik",0.196176014676078,0.0236299155957582
"289","Stip1","Smarca2",0.196105518706279,0.023681081350955
"10510","Stip1","Fam171a1",0.196032358570302,0.0237342811893813
"17267","Stip1","Cyp2b13",0.195960690501097,0.0237864953842212
"18662","Stip1","Nrip1",0.195888665117164,0.0238390691070393
"13491","Stip1","Odz3",0.195878565496474,0.0238464491148812
"4245","Stip1","Stambpl1",0.19586209825432,0.0238584862800392
"8896","Stip1","Slc25a17",0.195708467659383,0.0239710378546585
"18459","Stip1","Phox2b",0.195651025238295,0.0240132375956622
"21461","Stip1","Ust",0.195617345244873,0.0240380100093497
"18904","Stip1","Tubgcp3",0.195580856018357,0.0240648733973023
"22255","Stip1","Gm128",0.195518935600518,0.0241105181230024
